framework	molecule	loading_mol_per_kg	Qst_kJmol
Bhathia_01	R32	0.2624902668979592	23.59532035022755
Bhathia_01	R32	0.2951124555102041	23.39335677946112
Bhathia_01	R32	0.32773464412244896	23.19591283056384
Bhathia_01	R32	0.3603568327346939	22.9999221465904
Bhathia_01	R32	0.3929790213469388	22.80396514398017
Bhathia_01	R32	0.42560120995918366	22.605837343219036
Bhathia_01	R32	0.4582233985714286	22.40485771298518
Bhathia_01	R32	0.49084558718367344	22.20415505093556
Bhathia_01	R32	0.5234677757959183	22.00506300909194
Bhathia_01	R32	0.5560899644081632	21.806705041895853
Bhathia_01	R32	0.5887121530204081	21.612749830687747
Bhathia_01	R32	0.621334341632653	21.426434288295994
Bhathia_01	R32	0.6539565302448979	21.242592923246796
Bhathia_01	R32	0.6865787188571428	21.057336124804095
Bhathia_01	R32	0.7192009074693877	20.877612287730244
Bhathia_01	R32	0.7518230960816326	20.70915269100226
Bhathia_01	R32	0.7844452846938775	20.54533875175088
Bhathia_01	R32	0.8170674733061224	20.379105940142935
Bhathia_01	R32	0.8496896619183673	20.216088143498418
Bhathia_01	R32	0.8823118505306121	20.065587368050508
Bhathia_01	R32	0.9149340391428571	19.925604414000382
Bhathia_01	R32	0.947556227755102	19.785898650213603
Bhathia_01	R32	0.9801784163673468	19.643457635681514
Bhathia_01	R32	1.012800604979592	19.507127551311555
Bhathia_01	R32	1.0454227935918368	19.385156555576156
Bhathia_01	R32	1.0780449822040816	19.27383822272555
Bhathia_01	R32	1.1106671708163265	19.162110123413196
Bhathia_01	R32	1.1432893594285714	19.045885337208283
Bhathia_01	R32	1.1759115480408164	18.933435820007652
Bhathia_01	R32	1.2085337366530613	18.835046663930534
Bhathia_01	R32	1.2411559252653062	18.751187459862486
Bhathia_01	R32	1.273778113877551	18.672324461249502
Bhathia_01	R32	1.3064003024897959	18.58940531013255
Bhathia_01	R32	1.3390224911020407	18.503777070354804
Bhathia_01	R32	1.3716446797142858	18.42522624815367
Bhathia_01	R32	1.4042668683265307	18.361644698332082
Bhathia_01	R32	1.4368890569387756	18.312192940938903
Bhathia_01	R32	1.4695112455510204	18.268424039063525
Bhathia_01	R32	1.5021334341632653	18.222356718887436
Bhathia_01	R32	1.5347556227755101	18.175765390408838
Bhathia_01	R32	1.5673778113877552	18.139119068837992
Bhathia_01	R32	1.6	18.120323202240286
Bhathia_01	R407F	0.120252268	36.6934052189972
Bhathia_01	R407F	0.23980162814285713	35.6948266458058
Bhathia_01	R407F	0.35935098828571427	34.26009536984104
Bhathia_01	R407F	0.47890034842857143	32.93726513022817
Bhathia_01	R407F	0.5984497085714285	31.920112514743877
Bhathia_01	R407F	0.7179990687142856	31.1669277930732
Bhathia_01	R407F	0.8375484288571429	30.59435321281841
Bhathia_01	R407F	0.957097789	30.14689681491957
Bhathia_01	R407F	1.076647149142857	29.791620478626385
Bhathia_01	R407F	1.1961965092857143	29.504576238621514
Bhathia_01	R407F	1.3157458694285713	29.267739010500918
Bhathia_01	R407F	1.4352952295714285	29.068816949723306
Bhathia_01	R407F	1.5548445897142857	28.899656324019052
Bhathia_01	R407F	1.6743939498571427	28.755028886719376
Bhathia_01	R407F	1.79394331	28.631269278251434
Bhathia_01	R407F	1.913492670142857	28.524963049762974
Bhathia_01	R407F	2.0330420302857144	28.432031122124595
Bhathia_01	R407F	2.1525913904285714	28.349549558883304
Bhathia_01	R407F	2.2721407505714284	28.277208982169878
Bhathia_01	R407F	2.3916901107142854	28.21334230417036
Bhathia_01	R407F	2.5112394708571424	28.155286306938688
Bhathia_01	R407F	2.6307888310000003	28.104064575602607
Bhathia_01	R407F	2.7503381911428573	28.060160961146874
Bhathia_01	R407F	2.8698875512857143	28.019548885379177
Bhathia_01	R407F	2.9894369114285713	27.981010167336436
Bhathia_01	R407F	3.1089862715714283	27.948547087737985
Bhathia_01	R407F	3.2285356317142853	27.922060145942904
Bhathia_01	R407F	3.3480849918571423	27.896703262327215
Bhathia_01	R407F	3.467634352	27.873680870199205
Bhathia_01	R407F	3.587183712142857	27.859785891983307
Bhathia_01	R407F	3.706733072285714	27.85502035053856
Bhathia_01	R407F	3.826282432428571	27.852662142938065
Bhathia_01	R407F	3.945831792571428	27.853357982913952
Bhathia_01	R407F	4.065381152714285	27.86677370431549
Bhathia_01	R407F	4.184930512857142	27.8955119309532
Bhathia_01	R407F	4.304479872999999	27.930190416198837
Bhathia_01	R407F	4.424029233142857	27.967083815443488
Bhathia_01	R407F	4.543578593285714	28.01709054953302
Bhathia_01	R407F	4.663127953428571	28.08749789500026
Bhathia_01	R407F	4.782677313571428	28.16942643822071
Bhathia_01	R407F	4.902226673714285	28.255669409926114
Bhathia_01	R407F	5.021776033857142	28.355931169492905
Bhathia_01	R407F	5.141325394	28.47952555658022
Bhathia_01	R407F	5.260874754142857	28.61895916999429
Bhathia_01	R407F	5.380424114285714	28.76713397220555
Bhathia_01	R407F	5.499973474428571	28.93353071061341
Bhathia_01	R407F	5.619522834571428	29.12617992811898
Bhathia_01	R407F	5.739072194714285	29.33191482488619
Bhathia_01	R407F	5.858621554857143	29.5175447914445
Bhathia_01	R407F	5.978170915	29.63323937286847
